store,address,phone,address2,_GC_TYPE,_X,_Y
구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,02-2201-8953,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,정,127.09489767983189,37.53985819769904
현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,정,127.12496191013095,37.47761492264638
산본역점,경기도 군포시 광정로58 1층 104호 및 2층,031-399-8812,경기도 군포시 광정로58 1층 104호 및 2층,정,126.93098147186896,37.358507543046144
여의도SK증권빌딩점,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,02-6484-5150,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,정,126.92806703292676,37.519747532824624
동교동삼거리점,서울특별시 마포구 양화로 196(동교동),02-336-9198,서울특별시 마포구 양화로 196(동교동),정,126.92651560707316,37.55837452996565
송파파크하비오점,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,02-449-6881,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,정,127.12400488905298,37.48149045344143
평택소사점,"경기도 평택시 평남로 862, 로이드빌딩 1층",031-692-2405,"경기도 평택시 평남로 862, 로이드빌딩 1층",정,127.11150183762568,37.00046893415584
수원송죽DT점,경기도 수원시 장안구 경수대로 989,031-248-6086,경기도 수원시 장안구 경수대로 989,정,127.00292611611918,37.305078666307196
응암동점,"서울시 은평구 은평로 121(응암동), 메디컬빌딩",02-389-6283,"서울특별시 은평구 은평로 121(응암동), 메디컬빌딩",정,126.92109453350893,37.600445280394716
양천향교역점,서울특별시 강서구 강서로 457(마곡동),02-3665-9506,서울특별시 강서구 강서로 457(마곡동),정,126.84042199659739,37.56624343457712
위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,정,127.14340179050656,37.47942967629774
종각역점,서울시 종로구 종로 70 2층,02-739-6268,서울특별시 종로구 종로 70 2층,정,126.98517178547897,37.56991532013818
몽촌토성역점,"서울시 송파구 방이동 44-2, 장은빌딩 1층",02-2141-0407,"서울특별시 송파구 방이동 44-2, 장은빌딩 1층",정,127.1127569475702,37.516921882388466
한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,정,127.05523257517717,37.49662159458535
송도트리플스트리트점,"인천 연수구 송도과학로 16번길 33-4 D동 119호,207호",032-310-9644,"인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호",정,126.6628417647857,37.37866084031053
수원인계DT점,경기도 수원시 팔달구 인계로79 (인계동),031-898-8818,경기도 수원시 팔달구 인계로79 (인계동),정,127.0264806923234,37.26887263673113
서수원이마트점,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",031-278-6593,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",정,126.96982477217067,37.283391837460606
동탄능동DT점,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",031-267-4182,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",정,127.05633335756407,37.21097887138649
신용산역래미안점,서울시 용산구 한강대로95,02-2074-1049,서울특별시 용산구 한강대로95,정,126.96728663680257,37.52945193014557
부산서면서전로점,"부산광역시 부산진구 서전로 12, 1층",051-819-8708,"부산광역시 부산진구 서전로 12, 1층",정,129.0608716758722,35.15752304847512
논현201-5번지점,"서울특별시 강남구  강남대로112길 20 1층, 2층",02-541-9563,"서울특별시 강남구 강남대로112길 20 1층, 2층",정,127.02605025942628,37.505508184685866
방이역4번출구점,서울 송파구 방이동 206-11,02-420-0386,서울특별시 송파구 방이동 206-11,정,127.1257654082972,37.509344947276794
성균관대 자연과학캠퍼스점,"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",031-278-7640,"경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",정,126.97237333606891,37.29221430080631
한성대입구역점,서울특별시 성북구 삼선교로 12 1층,02-766-7951,서울특별시 성북구 삼선교로 12 1층,정,127.00714083618809,37.58758893429098
파주DT점,경기도 파주시 문발로 131,031-8070-0028,경기도 파주시 문발로 131,정,126.68621215059282,37.706320988701954
경희대점,서울시 동대문구 경희대로 10 (회기동),02-3295-4552,서울특별시 동대문구 경희대로 10 (회기동),정,127.05266342978867,37.59240405568572
성남신흥점,경기도 성남시 수정구 수정로 190 (신흥동),031-759-6675,경기도 성남시 수정구 수정로 190 (신흥동),정,127.14097869560732,37.443428013115515
분당차병원본관앞점,경기도 성남시 분당구 야탑로64 DS타워 1층,031-8017-8243,경기도 성남시 분당구 야탑로64 DS타워 1층,정,127.12597858267938,37.4095024972548
종로구청앞점,서울특별시 종로구 종로3길 34,02-739-6151,서울특별시 종로구 종로3길 34,정,126.97948437691377,37.57187875022787
안양시청앞점,"경기도 안양시 동안구 시민대로 260, 1층 104,105호",031-5177-4770,"경기도 안양시 동안구 시민대로 260, 1층 104,105호",정,126.95941356062471,37.39350698526875
선릉역3번출구세방빌딩점,서울특별시 강남구 선릉로 433 세방빌딩 1층,02-2051-9328,서울특별시 강남구 선릉로 433 세방빌딩 1층,정,127.04891608374807,37.5037769716641
새문안로점,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층",02-739-5806,"서울특별시 종로구 새문안로 91 고려빌딩 1,2층",정,126.97475994449556,37.57048687738136
마곡마커스빌딩점,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,02-6905-3030,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,정,126.83303697118812,37.56006741531489
IFC MALL 3호점,서울시 영등포구 국제금융로10 IFC Mall L2(2층),02-6137-5056,서울특별시 영등포구 국제금융로10 IFC Mall L2(2층),정,126.92487602368978,37.52517710110054
영종도운서역점,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)",032-746-9822,"인천시 중구 신도시남로 142번길 6 (메가스타 영종 139,140,141호)",정,126.49148998716146,37.49342073785505
동대입구역점,"서울시 중구 장충동2가 188-11, 188-4, 188-5",02-2264-8247,"서울특별시 중구 장충동2가 188-11, 188-4, 188-5",정,127.00519758704229,37.559730687305695
상수역점,"서울시 마포구 와우산로10길 3, 엘케이빌딩 1~3층",02-325-6804,"서울특별시 마포구 와우산로10길 3, 엘케이빌딩 1~3층",정,126.92318730249983,37.54812713032527
인천공항 제2여객터미널 입구점,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),032-743-2894,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),정,126.43363064126096,37.46858932855569
하남신세계백화점 B1점,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관",031-8072-1641,"경기도 하남시 미사대로 750, 신세계백화점 지하1층 식품관",정,127.223740710631,37.54543614751599
교대법원점,"서울 서초구 서초중앙로 156, 1층",02- 3664-7716,"서울특별시 서초구 서초중앙로 156, 1층",정,127.01353858371507,37.49563251816419
부산남포역점,부산 중구 해관로 1 희남빌딩 1층,051-246-6284,부산 중구 해관로 1 희남빌딩 1층,정,129.03568092397342,35.098977714605944
잠실향군타워점,서울특별시 송파구 올림픽로35길 123 1층,02-412-8812,서울특별시 송파구 올림픽로35길 123 1층,정,127.10122604051955,37.51657786520973
광명아브뉴프랑점,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,02-899-7460,경기도 광명시 양지로16 아브뉴프랑 지하 2층 (주)커피빈코리아 광명아브뉴프랑점,정,126.88144816908111,37.415739253462625
선정릉역점,서울시 강남구 봉은사로 331 SH빌딩점 B1-1층,02-2058-3028,서울특별시 강남구 봉은사로 331 SH빌딩점 B1-1층,정,127.04297055575542,37.51027904942697
문정동환인제약빌딩점,서울특별시 송파구 법원로6길 11 환인빌딩 1층,02-449-9569,서울특별시 송파구 법원로6길 11 환인빌딩 1층,정,127.12219790644625,37.48364616059068
화곡역점,서울시 강서구 강서로 162,02-766-7952,서울특별시 강서구 강서로 162,정,126.84103714747978,37.54139504174789
광주상무역점,"광주 서구 상무중앙로 9, 동양빌딩 1F",062-385-8371,"광주광역시 서구 상무중앙로 9, 동양빌딩 1F",정,126.8479161701805,35.14776042072915
부천북부역사거리점,경기도 부천시 부천로25,032-655-8954,경기도 부천시 부천로25,정,126.78281967942739,37.48669652214211
송도푸르지오월드마크점,"인천시 연수구 컨벤시아대로 60, 1층",032-851-6269,"인천시 연수구 컨벤시아대로 60, 1층",정,126.65066640781455,37.39758635720842
창원시티세븐점,"경상남도 창원시 성산구 원이대로 320, 더시티세븐S-105호(대원동)",055-600-5361,"경상남도 창원시 성산구 원이대로 320, 더시티세븐S-105호(대원동)",정,128.65324276486385,35.240315344865664
대구228공원앞점,대구광역시 중구 동성로3길 106,053-421-7436,대구광역시 중구 동성로3길 106,정,128.59879388515745,35.86998499189016
서초동점,서울특별시 서초구 반포대로70,02-3665-9507,서울특별시 서초구 반포대로70,정,127.01053340156382,37.486698449550815
종로센트로폴리스점,"서울시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6",02-6370-5845,"서울특별시 종로구 우정국로 26 센트로폴리스 1층 Retail 1-5,6",정,126.9836593193435,37.57149598559427
이태원몬드리안호텔점,서울시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,02-3775-0548,서울특별시 용산구 장문로 23 몬드리안 서울 이태원호텔 101호,정,126.99310687202856,37.52856507550476
논현역6번출구앞점,서울시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),02-755-3301,서울특별시 서초구 강남대로 563 페이토플라자 1층 ( 잠원동 37-1 ),정,127.02043049574044,37.511944627727466
삼성루첸타워점,서울 강남구 대치동 943-2 루첸타워 1층 로비,02-994-8879,서울특별시 강남구 대치동 943-2 루첸타워 1층 로비,정,127.05875201377934,37.50705065415151
KB국민은행노원역점,"서울시 노원구 동일로 1405, 1층 일부",02-930-9486,"서울특별시 노원구 동일로 1405, 1층 일부",정,127.06017848823491,37.65383254842336
부산서면점,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,051-802-4282,부산 부산진구 서면로 62-1 에이스메디컬타워 1F,정,129.05804353846284,35.156308929569725
광주문화전당역점,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,062-236-6591,광주광역시 동구 서남동 서석로 44 1층 ~ 2층,정,126.91838970356417,35.14657005897282
송파헬리오시티점,서울시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),02-777-3363,서울특별시 송파구 송파대로 345 ( 헬리오시티상가 3블럭 A동 B1층 22호 ),정,127.10892035674138,37.49984550841662
김포장기DT점,경기도 김포시 태장로 819,031-987-0409,경기도 김포시 태장로 819,정,126.67784676229958,37.63622613568128
해운대센텀호텔점,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,051-743-5088,부산 해운대구 센텀3로 20 해운대센텀호텔 1F 101호,정,129.13281858737201,35.16781114503781
청계천을지로점,서울 중구 남대문로10길 33 1F,02-723-1771,서울특별시 중구 남대문로10길 33 1F,정,126.9845163177319,37.5678177301572
하나은행을지로본점,서울시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,02-338-9179,서울특별시 중구 을지로 35 하나은행 을지로본점 24F 내 스마트워크센터,유,126.99720101637834,37.56746190430955
용인역북점,경기도 용인시 처인구 역북동 598-7,031-323-6886,경기도 용인시 처인구 역북동 598-7,정,127.18842086592898,37.22963514703719
남양주화도DT점,경기도 남양주시 경춘로 1641,031-591-2406,경기도 남양주시 경춘로 1641,정,127.27367976401253,37.65407392529549
부산중앙역점,부산광역시 중구 중앙대로 102 팬오션빌딩 1F,051-466-8856,부산광역시 중구 중앙대로 102 팬오션빌딩 1F,정,129.0365283196356,35.10671818702468
수서역원방빌딩점,서울 강남구 광평로 51길 6-23 원방테크사옥 1층,02-3473-3830,서울특별시 강남구 광평로 51길 6-23 원방테크사옥 1층,정,127.10411291396728,37.48877339005024
제주아라점,제주도 제주시 연북로 511,064-758-1194,제주특별자치도 제주시 연북로 511,정,126.53454026756472,33.48444422442302
수원AK플라자점,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,031-240-2246 ｜ 031-278-76,경기도 수원시 팔달구 덕영대로 924 AK플라자 4층,정,126.99976612066135,37.26731242937671
선릉KSA한국표준협회점,서울시 강남구 테헤란로69길 5 DT센터점 1층,02-3141-7948,서울특별시 강남구 테헤란로69길 5 DT센터점 1층,정,127.0524026465079,37.506194157918735
부천스타필드시티점,경기도 부천시 옥길동 768 부천스타필드시티점 4층,02-6386-1423,경기도 부천시 옥길동 768 부천스타필드시티점 4층,정,126.81391878929807,37.461504698431355
서초중앙로점,"서울시 서초구 서초중앙로 209, 해성빌딩 1층",02-537-2992,"서울특별시 서초구 서초중앙로 209, 해성빌딩 1층",정,127.01182699523582,37.50032063373379
일산동구청점,경기도 고양시 일산동구 정발산로 38,031-903-3989,경기도 고양시 일산동구 정발산로 38,정,126.77313135015449,37.65671508066027
부산화명수정역점,"부산광역시 북구 학사로 8  (화명동 2312), 크리스탈타워 2층 201~202호",051-361-3370,"부산광역시 북구 학사로 8 (화명동 2312), 크리스탈타워 2층 201~202호",정,129.00875648999417,35.224082059803415
광주봉선점,광주광역시 남구 봉선로 168,062-671-3371,광주광역시 남구 봉선로 168,정,126.91366157289414,35.12281882537804
천안신부동점,충남 천안시 동남구 만남로 48,041-566-0718,충청남도 천안시 동남구 만남로 48,정,127.15737999263403,36.81859531153374
